2017-10,Klausur im Falltraining,Anfänger,"§§ 303, 22, 23, 223, 224, 20, 230, 323a, 32, 33, 315c, 316 StGB ",Actio libera in causa bei Erfolgsdelikten; Actio libera in causa bei Straßenverkehrsdelikten; Extensiver Notwehrexzess,http://strafrecht-online.org/falltraining/klausuren/bierdurst/sachverhalt/,http://strafrecht-online.org/falltraining/klausuren/bierdurst/loesung/
,Klausur im Falltraining,Anfänger,"§§ 212, 211, 16, 212, 25 II, 212, 26, 28 II, 222, 240 StGB","Mord: Anforderungen an das Merkmal Heimtücke, Auswirkungen eines täterbezogenes Mordmerkmal des Anstifters; Auswirkungen des error in persona des Haupttäters für den Anstifter",http://strafrecht-online.org/falltraining/klausuren/das-blutbad/sachverhalt/,http://strafrecht-online.org/falltraining/klausuren/das-blutbad/loesung/
,Klausur im Falltraining,Anfänger,"§§ 212, 25 I Alt. 2, 22, 23, 12, 26, 222, 223, 224 StGB","Mittelbare Täterschaft: Opfer als Tatmittler gegen sich selbst, Gutgläubiger Dritter als zwischengeschaltetes Werkzeug, Unmittelbares Ansetzen des Hintermanns; Voraussetzungen an die Lebensgefahr in § 224 I Nr. 5; Erlaubnistatumstandsirrtum",http://strafrecht-online.org/falltraining/klausuren/die-kaesekreation/sachverhalt/,http://strafrecht-online.org/falltraining/klausuren/die-kaesekreation/loesung/
2017-05,Klausur im Falltraining,Anfänger,"§§ 223, 224, 13, 303, 22, 23, 12, 32, 24 StGB; § 904 BGB",Gremienentscheidung; Garantenpflicht zur Verhinderung der Umsetzung von rechtswidrigen Gremienentscheidungen; Absichtsprovokation; Subj. Rechtfertigungselement; Lebensgefährdende Behandlung i.S.d. § 224 I Nr. 5,http://strafrecht-online.org/falltraining/klausuren/ein-tag-in-der-mensa/sachverhalt/,http://strafrecht-online.org/falltraining/klausuren/ein-tag-in-der-mensa/loesung/
,Klausur im Falltraining,Anfänger,"§§ 223, 224, 303 StGB",Abgrenzung Dolus eventualis zu bewusster Fahrlässigkeit,http://strafrecht-online.org/falltraining/klausuren/sachverhalt-0/sachverhalt/,http://strafrecht-online.org/falltraining/klausuren/sachverhalt-0/loesung/
2017-10,Klausur im Falltraining,Anfänger,"§§ 212, 22, 23, 223 I, 224, 226, 211, 26 StGB",Verhältnis Mord - Totschlag; Anforderungen Habgier; Angriffe schuldlos Handelnder; Verhinderung der Vollendung beim Rücktritt,http://strafrecht-online.org/falltraining/klausuren/familienfrieden/sachverhalt/,http://strafrecht-online.org/falltraining/klausuren/familienfrieden/loesung/
2017-10,Klausur im Falltraining,Anfänger,"§§ 223, 224, 229, 303 I StGB",Sozialethische Einschränkungen der Notwehr; Angriffsprovokation; Bewusster Notwehrexzess; Aggressiv Notstand; Lebensgefährdende Behandlung i.S.d. § 224 I Nr. 5; Erlaubnistatumstandsirrtum,http://strafrecht-online.org/falltraining/klausuren/flamenco-party/sachverhalt/,http://strafrecht-online.org/falltraining/klausuren/flamenco-party/loesung/
2017-10,Klausur im Falltraining,Anfänger,"§§ 212, 211, 25 I Alt. 2, 26, 27 StGB",Auslegung der Heimtücke; Irrtum über die Werkzeugeigenschaft; Ansetzen zur mittelbaren Täterschaft; Hervorrufen des Tatentschlusses; Atypischer Kausalverlauf,http://strafrecht-online.org/falltraining/klausuren/letale-injektion/sachverhalt/,http://strafrecht-online.org/falltraining/klausuren/letale-injektion/loesung/
,Klausur im Falltraining,Anfänger,"§§ 212, 22, 23, 12 StGB",Fehlen des subj. Rechtfertigungselements; Gebotenheit der Notwehr,http://strafrecht-online.org/falltraining/klausuren/sachverhalt-8/sachverhalt/,http://strafrecht-online.org/falltraining/klausuren/sachverhalt-8/loesung/
2017-05,Klausur im Falltraining,Anfänger,"§§ 303, 22, 23, 12,  212, 223 StGB",Abberratio ictus; Rücktritt nach fehlgeschlagenem Einzelakt; Unbeendeter/beendeter Versuch; Freiwilligkeit des Rücktritts,http://strafrecht-online.org/falltraining/klausuren/sachverhalt-1/sachverhalt/,http://strafrecht-online.org/falltraining/klausuren/sachverhalt-1/loesung/
,Klausur im Falltraining,Anfänger,"§§ 212, 222, 303 StGB ",Erlaubnistatumstandsirrtum; Atypischer Kausalverlauf; Dolus eventualis,http://strafrecht-online.org/falltraining/klausuren/sachverhalt-5/sachverhalt/,http://strafrecht-online.org/falltraining/klausuren/sachverhalt-5/loesung/
2017-10,Klausur im Falltraining,Anfänger,"§§ 212, 22, 23, 13, 222, 223, 224, 323c, 303 StGB",Aberratio ictus; Nothilfe; Garantenstellung aus Ingerenz; Unglücksfall i.S.v. § 323c; Garantenstellung aus Näheverhältnis; Unechtes Unterlassungsdelikt; Anstiftung zum Verletzen eines eigenen Rechtsgutes,http://strafrecht-online.org/falltraining/klausuren/sport-ist-mord/sachverhalt/,http://strafrecht-online.org/falltraining/klausuren/sport-ist-mord/loesung/
,Klausur im Falltraining,Fortgeschrittene,"§§ 212, 211, 249, 250, 251, 22, 23, 227, 222, 240 StGB",Erfolgsqualifizierter Versuch; Erfordernis Vermögensverfügung; Finalzusammenhang i.S.v. § 249; Rücktritt vom Erfolgsqualifizierten Versuch,http://strafrecht-online.org/falltraining/klausuren/sachverhalt-10/sachverhalt/,http://strafrecht-online.org/falltraining/klausuren/sachverhalt-10/loesung/
,Klausur im Falltraining,Fortgeschrittene,"§§ 212, 211, 13, 323c, 242, 243, 244, 303, 123 StGB",Selbst- und Fremdgefährung; Dolus eventualis; Einwilligung; Garantenstellung aus Näheverhältnis; Anforderungen Habgier; Vollendung des Regelbeispiels; Fehlgeschlagener Versuch; Versuch des Regelbeispiels,http://strafrecht-online.org/falltraining/klausuren/new-hampshire/sachverhalt/,http://strafrecht-online.org/falltraining/klausuren/new-hampshire/loesung/
2017-08,Klausur im Falltraining,Fortgeschrittene,"§§ 249, 250, 253, 255, 242, 243, 223, 224, 240, 123, 316a, 239a, 239b, 240, 241 StGB",Betroffen i.S.v. § 252; Anforderungen an ein gefährliches Werkzeug; Erfordernis einer Vermögensverfügung bei § 255; Ausnutzen der besonderen Verhältnisse des Straßenverkehrs i.S.v. § 316a; Zwei-Personen-Verhältnisse i.S.v. § 239a,http://strafrecht-online.org/falltraining/klausuren/sachverhalt-9/sachverhalt/,http://strafrecht-online.org/falltraining/klausuren/sachverhalt-9/loesung/
,Klausur im Falltraining,Fortgeschrittene,"§§ 249, 240, 248, 253, 255, 221, 323, 223, 224, 123, 22, 23, 239, 239a, 185 StGB",Abgrenzung Raub - räuberische Erpressung; Erforderlichkeit einer Vermögensverfügung; Fehlgeschlagener Versuch,http://strafrecht-online.org/falltraining/klausuren/der-lottogewinn/sachverhalt/,http://strafrecht-online.org/falltraining/klausuren/der-lottogewinn/loesung/
2019-03,Klausur im Falltraining,Fortgeschrittene,"§§ 315c, 315c i.V.m. a.l.i.c., 316 I i.V.m. a.l.i.c. 222, 323a, 26 142 StGB",Actio libera in causa; Garantenstellung aus Ingerenz; Unmittelbares Ansetzen zum Versuch; Gefahr der Strafverfolgung i.S.v. § 323c; Beleidigung durch Unterlassen,http://strafrecht-online.org/falltraining/klausuren/die-trunkenheitsfahrt/sachverhalt/,http://strafrecht-online.org/falltraining/klausuren/die-trunkenheitsfahrt/loesung/
,Klausur im Falltraining,Fortgeschrittene,"§§ 242, 243, 25 II, 303, 123, 13, 26, 27, 257, 259, 153, 258, 22 StGB",Beihilfe durch Unterlassen; Eindringen durch Unterlassen; Sukzessive Mittäterschaft; Sukzessive Beihilfe; Absatzerfolg i.S.v. § 259,http://strafrecht-online.org/falltraining/klausuren/einbruch-ins-autolager/sachverhalt/,http://strafrecht-online.org/falltraining/klausuren/einbruch-ins-autolager/loesung/
,Klausur im Falltraining,Fortgeschrittene,"§§ 242, 244, 25 II, 252, 250, 223, 224, 123 StGB",Vollendung der Wegnahme; Anforderungen an gefährliches Werkzeug; Betroffensein i.S.v. § 252; Gefährliches Werkzeug i.S.d. § 250; Besitzerhaltungsabsicht bei Gewahrsam eines Mittäters i.S.v. § 252,http://strafrecht-online.org/falltraining/klausuren/gewalttaetige-einbrecher/sachverhalt/,http://strafrecht-online.org/falltraining/klausuren/gewalttaetige-einbrecher/loesung/
2019-04,Klausur im Falltraining,Fortgeschrittene,"§§ 242, 243, 244, 303, 22, 23, 27, 306, 30, 306a, 267, 274, 263, 265a, 123, 246, 259, 261 StGB",Versuch des Regelbeispiels; Gefährliches Werkzeug i.S.v. § 244; neutrale Beihilfe; Anstiftervorsatz; Verfälschen durch Überkleben i.S.v. § 267; Auf Tesafilm gestempelte Entwertung; Dreiecksbetrug; Schaden bei gutgläubigem Erwerb i.S.v. § 263; Wiederholte Zueignung; Ersatzhehlerei,http://strafrecht-online.org/falltraining/klausuren/sv2/sachverhalt/,http://strafrecht-online.org/falltraining/klausuren/sv2/loesung/
2018-04,Klausur im Falltraining,Fortgeschrittene,"§§ 263, 263a, 266b, 269, 268, 266, 25 I 2. Alt, 246 StGB","Unbefugt i.S.d. § 263a, Qualifikationsloses Werkzeug; Gegenstand von An- und Enteignung",http://strafrecht-online.org/falltraining/klausuren/tanken-auf-staatskosten/sachverhalt/,http://strafrecht-online.org/falltraining/klausuren/tanken-auf-staatskosten/loesung/
,Klausur im Falltraining,Fortgeschrittene,"§§ 185, 223, 224, 231, 26, 27, 227, 222, 113 StGB",Gemeinschaftliche Begehung i.S.v. § 224; Psychische Beihilfe; Lebensgefährdende Behandlung i.S.d. § 224 I Nr. 5; Spezifischer Gefahrzusammenhang i.S.v. § 227,http://strafrecht-online.org/falltraining/klausuren/sachverhalt-6/sachverhalt/,http://strafrecht-online.org/falltraining/klausuren/sachverhalt-6/loesung/
2019-11,Klausur im Falltraining,Examen,"§§ 212, 211, 22, 23, 227, 249, 250, 242, 243, 244, 246, 26, 258 II StGB",Error in Persona vel objecto; Auslegung der Heimtücke; Anforderungen an Habgier; § 227 bei unbedingtem Tötungsvorsatz; Gewahrsam Bewusstloser/Sterbender; Subsidiarität von § 246; Wiederholte Zueignung i.S.v. § 246; Gekreuzte Mordmerkmale; Verhältnis Mord - Totschlag; Zahlen einer Geldstrafe für einen Anderen,http://strafrecht-online.org/falltraining/klausuren/sachverhalt-4/sachverhalt/,http://strafrecht-online.org/falltraining/klausuren/sachverhalt-4/loesung/
2017-12,Klausur im Falltraining,Examen,"§§ 242, 263, 246, 265a, 185, 223, 224, 253, 255, 240 StGB",Konkludente Täuschung und Irrtum unter Zweifeln i.S.v. § 263; Wiederholte Zueignung § 246; Erschleichen i.S.v. § 265a; Beleidigungsfähigkeit einer Personengesamtheit; Selbsthilferecht; Erfordernis einer Vermögensverfügung bei § 255,http://strafrecht-online.org/falltraining/klausuren/sachverhalt-3/sachverhalt/,http://strafrecht-online.org/falltraining/klausuren/sachverhalt-3/loesung/
2019-12,Examensklausur,Examen,"§§ 263, 253, 22, 23, 24, 240, 25 II, 25 I Var. 2, 26, 223, 224, 187 StGB",Zu gesetzeswidrigen Zwecken eingesetzte Gelder; Empfindliches Übel für einen Dritten; Drohung mit einem rechtmäßigen Verhalten; Dreieckserpressung; Umgekehrter Tatumstandsirrtum; Mittäterschaft; Anstiftung; mittelbare Täterschaft; Unbewegliche Gegenstände als Werkzeug; Gefährdungsgrad i.R.v. § 224 I Nr. 5; Anforderungen an das „Bestimmen“,http://strafrecht-online.org/lehre/ws-2019/examensklausurenkurs/Klausur%20JVA%20(SV).pdf,http://strafrecht-online.org/lehre/ws-2019/examensklausurenkurs/Klausur%20JVA%20(LS).pdf
2019-06,Examensklausur,Examen,"§§ 242, 246, 253, 257, 259, 263, 263a, 266, 266b StGB",Unbefugte Verwendung von Daten bei § 263a; Vermögensbetreuungspflicht bei § 266; Schadenswiedergutmachung durch Bereitschaft zur Kompensation?; Täterschaft bei Pflichtdelikten (qualifikationslos doloses Werkzeug); Sukzessive Beihilfe/Begünstigung; Ausgebliebene Vermögensmehrung als Schaden?; Schaden bei Erlangung des „Schlüssels“; Drohung mit Strafanzeige,http://strafrecht-online.org/lehre/sos-2019/examensklausurenkurs/Sachverhalt_22.6.pdf,http://strafrecht-online.org/lehre/sos-2019/examensklausurenkurs/Klausurenkurs_Hefendehl_22_6.pdf
2019-05,Examensklausur,Examen,"§§ 249, 250, 25 II, 212, 211, 22, 23, 252, 223, 224, 123, 212, 211, 27 I, 315b, 315, 315c, 113, 114, 240, 316a StGB § 169 GVG § 338, 24 ff. StPO",Mord; gelockerte Akzessorietät; Raubdelikte und -qualifikationen; Abgrenzung Mittäterschaft/Beihilfe; Beteiligter als Geschädigter; Straßenverkehrsdelikte; Öffentlichkeitsgrundsatz; Befangenheit,http://strafrecht-online.org/lehre/sos-2019/examensklausurenkurs/04.05.%20SV.pdf,http://strafrecht-online.org/lehre/sos-2019/examensklausurenkurs/04.05.%20L%C3%B6sung.pdf
2019-04,Examensklausur,Examen,"§§ 263, 25 II, 30 I, 259, 260, 260a, 212, 211, 164, 145d, 153, 258, 26 StGB",Betrug: Vermögensbegriff; Qualifikation des § 263 V; Relevante Person für das Verbrechen i.S.d. § 30; Unwahrheit der Verdächtigung; § 145d II Nr. 1 durch Verdachtsablenkung?; Auswirkung von Verfahrensfehlern auf Strafbarkeit nach § 153; § 258: Vereitelungserfolg? Strafverteidiger?,http://strafrecht-online.org/lehre/sos-2019/examensklausurenkurs/Probeexamen_SV.pdf,http://strafrecht-online.org/lehre/sos-2019/examensklausurenkurs/Probeexamen_Loesung.pdf
2018-11,Examensklausur,Examen,"§§ 123, 240, 242, 244, 244a I, 246, 249, 253, 255, 263, 265a, 30 II StGB § 252 StPO","Diebstahl (gefährliches Werkzeug, Bande) Verbrechensverabredung; Tatentschluss bei Bedingung; Täterschaft/Teilnahme; Rücktritt; Wegnahme; Abgrenzung Raub /räuberische Erpressung; Unbefugte Verwendung von Daten; wichtiges Glied; Erschleichen der Leistung eines Telekommunikationsnetzes; Qualifizierte Belehrung bei § 252 StPO",http://strafrecht-online.org/lehre/ws-2018/examensklausurenkurs/Sachverhalt.pdf,http://strafrecht-online.org/lehre/ws-2018/examensklausurenkurs/L%C3%B6sungsskizze%20f%C3%BCr%20Studis.pdf
2018-11,Examensklausur,Examen,"§§ 223, 224, 263, 303, 306, 306a, 306d, 242, 243, 244 StGB","Betrug (Täuschung und Schaden); Brandstiftungsdelikte (Brandlegung, Geldautomat als technische Einrichtung); Gefährliches Werkzeug beim Diebstahl; § 243 bei Wegnahme des verschl. Behältnisses; § 243 II bei Irrtum über Wert der Sache; Subj. Rechtfertigungselement; Warnschuss bei Notwehr",http://strafrecht-online.org/lehre/ws-2018/examensklausurenkurs/Sachverhalt_3-11-2018.pdf,http://strafrecht-online.org/lehre/ws-2018/examensklausurenkurs/L%C3%B6sungsskizze.pdf
2017-01,Examensklausur,Examen,"§§ 211, 212, 222, 223, 224, 226, 227, 242, 246, 259, 263, 266, 22, 25 II, 26, 3 ff. StGB  §§ 250 ff. StPO",Notwehr gegen selbstverschuldete Angriffe; Erfolgsqualifizierter Versuch des § 227; Verletzung des einen Mittäters durch einen anderen; Vermögensbegriffe; Verlesung von Vernehmungsprotokollen,http://strafrecht-online.org/lehre/ws-2016/examensklausurenkurs/Sachverhalt_Klausurenkurs_Hefendehl_21_1.pdf,http://strafrecht-online.org/lehre/ws-2016/examensklausurenkurs/Loesungsskizze_Klausurenkurs_Hefendehl_21_1.pdf
2016-06,Examensklausur,Examen,"§§ 263, 242, 246, 212, 211, 223, 224, 221, 323c, 13, 22, 23, 25 I Alt. 2 StGB § 136 StPO",Materiellrechtlicher Teil: Zueignung bei § 246; Tanken ohne zu zahlen; Mordmerkmale; Fehlschlag des Versuchs; (Un-)Beendetheit des Versuchs; Ingerenzgarantenstellung bei vorsätzlichem Vorverhalten; Prozessualer Teil: Beschuldigtenbegriff,http://strafrecht-online.org/lehre/sos-2016/examensklausurenkurs/Sachverhalt_KK_04_06_2016_Hefendehl.pdf,http://strafrecht-online.org/lehre/sos-2016/examensklausurenkurs/Loesungsskizze_Klausurenkurs_Hefendehl_4_6.pdf
2019-05,Übungsklausur,Anfänger,"§§ 212, 211, 22, 23, 223, 224, 26, 240 StGB",Lebensgefährdende Behandlung i.S.d. § 224 I Nr. 5; Verhältnis von Mord und Totschlag; Gekreuzte Mordmerkmale; Rechtfertigungsgründe; Nothilfe; Rechtfertigender Notstand; Angemessenheit der Notstandshandlung; Entschuldigender Notstand; Zumutbarkeit der Gefahrhinnahme; Ärztlicher Heileingriff als Körperverletzung; Einwilligung,http://strafrecht-online.org/lehre/sos-2019/strafrecht-anfaengerinnen-2/1.%20Klausur%20-%20Sachverhalt%2001.072019.pdf,http://strafrecht-online.org/lehre/sos-2019/strafrecht-anfaengerinnen-2/1.%20Klausur%20-%20L%C3%B6sungsskizze%2001.072019.pdf
2019-07,Übungsklausur,Anfänger,"§§ 212, 13, 22, 23, 223, 224, 222, 242, 25 II, 27 StGB",Unterbrechung der Zurechnung aufgrund eigenverantwortlicher Selbstgefährdung bei Garantenstellung; Garantenstellung aufgrund familiärer Verbundenheit von Kindern gegenüber Eltern; Verhältnis von mehreren Garantenpflichten verschiedener Personen; Prüfung des Diebstahls und der (mittäterschaftlichen) Wegnahme; Unmittelbares Ansetzen zum Versuch bei Mittäterschaft; Abgrenzung von Mittäterschaft und bloßer Beihilfe; Rücktritt vom Versuch,http://strafrecht-online.org/lehre/sos-2019/strafrecht-anfaengerinnen-2/2.%20Klausur_Endversion.pdf,http://strafrecht-online.org/lehre/sos-2019/strafrecht-anfaengerinnen-2/2.%20Klausur_Endversion.pdf
2018-05,Übungsklausur,Fortgeschrittene,"§§ 242, 244, 25 II, 123, 244a, 22, 23, 12, 30, 31, 249, 253, 255, 263a, 246, 240 StGB ","Gefährliches Werkzeug i.S.d. § 244 I Nr. 1a; Erforderliche Anzahl einer Bande i.S.d. §§ 244 I Nr. 2, 244a; Abgrenzung Täterschaft und Teilnahme; Bandenmitgliedschaft eines Gehilfen; Unmittelbares Ansetzen; Rücktritt nach § 31; Freiwilligkeit des Rücktritts; Wegnahme; Abgrenzung Raub und räuberische Erpressung; Auslegung des Merkmals unbefugt i.S.d. § 263a",http://strafrecht-online.org/lehre/sos-2018/strafrecht-vorgerueckte/Erste%20Klausur_Sachverhalt.pdf,http://strafrecht-online.org/lehre/sos-2018/strafrecht-vorgerueckte/Erste%20Klausur_L%C3%B6sung_kurz_%20f%C3%BCr_Studis.pdf
2018-06,Übungsklausur,Fortgeschrittene,"§§ 316, 315c, 142, 25 II, 27, 258, 267, 274, StGB",Privater Parkplatz als Teil des Verkehrs i.S.d. § 316; Eigenhändig geführtes Fahrzeug als konkret gefährdete Sache i.S.d. § 315c; Verlassen i.S.d. § 142; Erfüllung des § 316 während des Abschleppens; Beihilfe durch neutrale Handlung; Sukzessive Beihilfe; Berufstypische Handlung als Vereitelung; Kennzeichen als Urkunde i.S.d. § 267; Anti-Blitzfolie als Verfälschen i.S.d. § 267 oder Unterdrücken i.S.d. § 274,http://strafrecht-online.org/lehre/sos-2018/strafrecht-vorgerueckte/Zweite%20Klausur_Sachverhalt.pdf,http://strafrecht-online.org/lehre/sos-2018/strafrecht-vorgerueckte/Zweite%20Klausur_L%C3%B6sung.pdf
2017-07,Übungsklausur,Anfänger,"§§ 223, 224, 25 II, 22, 23 I, 12, 226 StGB","Error in persona; Lebensgefährdende Behandlung i.S.d. § 224 I Nr. 5; Auswirkung des Error in persona für den Hintermann; Unmittelbares Ansetzen von Mittätern; ""Aufstiftung""; Dolus eventualis",https://strafrecht-online.org/lehre/sos-2017/strafrecht-anfaengerinnen-2/Zweite%20Klausur_Sachverhalt.pdf,https://strafrecht-online.org/lehre/sos-2017/strafrecht-anfaengerinnen-2/Zweite%20Klausur_L%C3%B6sung.pdf
2017-06,Übungsklausur,Anfänger,"§§ 212, 22, 23, 12, 222, 223, 224, 32, 13, 323c, 26, 303 StGB","Aberratio Ictus; Nothilfe, Voraussetzungen der Garantenstellung aus Ingerenz; Unmittelbares Ansetzen bei Unterlassungsdelikten; Behandlung der Anstiftung zu einer für den Anstifter nicht begehbaren Haupttat",https://strafrecht-online.org/lehre/sos-2017/strafrecht-anfaengerinnen-2/1.%20Klausur%20-%20Sachverhalt.pdf,https://strafrecht-online.org/lehre/sos-2017/strafrecht-anfaengerinnen-2/1.%20Klausur%20-%20L%C3%B6sungsskizze.pdf
2016-07,Übungsklausur,Anfänger,"§§ 242, 240, 303, 223, 224, 26, 229 StGB",Rechtswidrigkeit der Zueignung; Selbsthilfe; Besitzkehr; Nothilfe; Mutmaßliche Einwilligung; Atypischer Kausalverlauf; Eigenverantwortliches Dazwischentreten Dritter,https://strafrecht-online.org/lehre/sos-2016/strafrecht-anfaengerinnen-2/Klausur_Anf%C3%A4ngerII_2_jk.pdf,https://strafrecht-online.org/lehre/sos-2016/strafrecht-anfaengerinnen-2/Klausur_Anf%C3%A4ngerII_2_jk.pdf
2016-01,Examensklausur,Examen,"§§ 249, 25 II, 253, 255, 223, 224, 240, 239, 22, 23, 12, 252, 250, 257, 315c, 316, 222 StGB §§ 337, 52 StPO  ","Wegnahmebegriff i.S.d. § 249; Zueignungsabsicht bei eigenmächtiger Inpfandnahme; Abgrenzung §§ 249 und 253, 255; Stoffgleichheit § 253; Bestimmung des Vermögensbegriffs; Zurechnung von Besitzerhaltungsabsicht bei §§ 252, 250 bei Mittätern; Qualifikationsverwirklichung in der Beendigungsphase; Tatbeteiligte als Teil des geschützten Personenkreises nach § 315c; Abgrenzung tatbestandsausschließendes Einverständnis oder rechtfertigende Einwilligung; Anforderungen an rechtmäßiges Alternativverhalten nach § 315c und § 222;  Revisionsbegründung bei unterlassener Belehrungspflicht über ein Zeugnisverweigerungsrecht",https://strafrecht-online.org/lehre/ws-2015/examensklausurenkurs/Sachverhalt_KK_09_01_2016_Hefendehl.pdf,https://strafrecht-online.org/lehre/ws-2015/examensklausurenkurs/Kurzl%C3%B6sungsskizze%20Hefendehl%209.1.16.pdf
2015-05,Übungsklausur,Fortgeschrittene,"§§ 242, 25 II, 244, 243, 303, 123, 263, 22, 23, 12, 146, 259 StGB",Abgrenzung Täterschaft und Teilnahme; Anwendung des Tatbestandsirrtum bei Regelbeispielen; Wahrheitspflicht über Diebesgut i.R.d. § 263; Vermögensbegriffe i.S.d. § 263; Auswirken von Willensmängel für ein Ankaufen i.S.d. § 259,https://strafrecht-online.org/lehre/sos-2015/strafrecht-vorgerueckte/1.klausur/erste%20Klausur_finale%20Version.pdf,https://strafrecht-online.org/lehre/sos-2015/strafrecht-vorgerueckte/Besprechung%201.%20Klausur-1.pdf
2015-07,Übungsklausur,Fortgeschrittene,"§§ 263a, 263, 242, 123, 267, 274, 266b, 306, 306a, 306b, 306d, 229, 22, 23, 12, 265 StGB",Auslegung des Merkmals unbefugt i.S.d. §  263a; Abgrenzung von §§ 263 und 242 bei Selbstbedienungskassen; Erfüllung des § 123 bei nicht erkennbarer rechtswidriger Gesinnung; Teleologische Reduktion des § 306a I; Verwirklichung des § 306a II bei mangelnder Fremdheit; Umfassen des § 306a II von sog. Retterschäden; Anforderungen an ein ermöglichte Straftat i.S.d. § 306b II Nr. 2; ,https://strafrecht-online.org/lehre/sos-2015/strafrecht-vorgerueckte/Sachverhalt%202.%20Klausur.pdf,https://strafrecht-online.org/lehre/sos-2015/strafrecht-vorgerueckte/L%C3%B6sung%202.%20Klausur%20%C3%BCberarbeitet.pdf
2015-11,Examensklausur,Examen,"§§ 267, 25 I Var. 2, 263, 27, 212, 22, 23, 12, 30, 26, 239, 249, 250, 13 StGB",Vermeidbarer Rechtsirrtum des Vordermanns ausreichend für eine mittelbare Täterschaft; Irrtum des Gerichts bei wahrheitswidrigem Vortrag; Zeitpunkt des unmittelbaren Ansetzens bei mittelbarer Täterschaft; Rücktritt bei mittelbarer Täterschaft;  Enthaltung des Anstiftervorsatzes im Tatvorsatz; Schutz der potentiellen Bewegungsfreiheit von § 239; Finalzusammenhang § 249; Garantenstellung kraft Ingerenz; Abgrenzung Täterschaft und Teilnahme bei Unterlassen; Unmittelbares Ansetzen beim Unterlassungsdelikt,https://strafrecht-online.org/lehre/ws-2015/examensklausurenkurs/Sachverhalt_KK_21_11_2015_Hefendehl.pdf,https://strafrecht-online.org/lehre/ws-2015/examensklausurenkurs/Kurzl%C3%B6sungsskizze%20Hefendehl%2021.11.pdf
2017-07,Examensklausur,Examen,"§§ 242, 27, 252, 253, 255, 257, 258, 25 I Alt. 2, 240, 22, 23, 32, 223, 224, 303, 26, 111, 186, 315b, 316, 340 StGB §§ 81a, 98 StPO ",Gewahrsam bei vergessenen Sachen; Sukzessive Beihilfe; Vorteilssicherungsabsicht i.S.d. § 257 StGB; Anforderungen an Bestimmen i.S.d. § 26; Erlaubnistatumstandsirrtum; Vorgehen gegen Anordnung und Durchführung einer Blutentnahme; Verwertbarkeit einer Blutprobe,https://strafrecht-online.org/lehre/sos-2015/examensklausurenkurs/Sachverhalt%20der%20KlausurHefendehl11.7.pdf,https://strafrecht-online.org/lehre/sos-2015/examensklausurenkurs/Kurzl%C3%B6sungsskizze%20Hefendehl%2011.7_final.pdf
